onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.4.a.2.I05:4.A.4.a.2.I05.D04:17252,17252,4.A.4.a.2.I05.D04,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Communicate test or assessment results to medical professionals."", ""Communicate examination results or diagnostic information to referring physicians, patients, or families.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Communicate test or assessment results to medical professionals. ; Communicate examination results or diagnostic information to referring physicians, patients, or families."
4.A.1.a.1.I12:4.A.1.a.1.I12.D01:17243,17243,4.A.1.a.1.I12.D01,4.A.1.a.1.I12,4,"[""Getting Information"", ""Collect information about patients or clients."", ""Gather medical information from patient histories."", ""Obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians.""]","Getting Information ; Collect information about patients or clients. ; Gather medical information from patient histories. ; Obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians."
4.A.1.a.1.I12:4.A.1.a.1.I12.D02:17243,17243,4.A.1.a.1.I12.D02,4.A.1.a.1.I12,4,"[""Getting Information"", ""Collect information about patients or clients."", ""Collect medical information from patients, family members, or other medical professionals."", ""Obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians.""]","Getting Information ; Collect information about patients or clients. ; Collect medical information from patients, family members, or other medical professionals. ; Obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians."
4.A.2.a.4.I06:4.A.2.a.4.I06.D03:17239,17239,4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4,"[""Analyzing Data or Information"", ""Analyze health or medical data."", ""Analyze test data or images to inform diagnosis or treatment."", ""Review or transmit images and information using picture archiving or communications systems.""]",Analyzing Data or Information ; Analyze health or medical data. ; Analyze test data or images to inform diagnosis or treatment. ; Review or transmit images and information using picture archiving or communications systems.
4.A.4.c.1.I05:4.A.4.c.1.I05.D03:17239,17239,4.A.4.c.1.I05.D03,4.A.4.c.1.I05,4,"[""Performing Administrative Activities"", ""Process shipments or mail."", ""Send information, materials or documentation."", ""Review or transmit images and information using picture archiving or communications systems.""]","Performing Administrative Activities ; Process shipments or mail. ; Send information, materials or documentation. ; Review or transmit images and information using picture archiving or communications systems."
4.A.4.a.2.I05:4.A.4.a.2.I05.D01:17245,17245,4.A.4.a.2.I05.D01,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Inform medical professionals regarding patient conditions and care."", ""Confer with medical professionals regarding image-based diagnoses.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Inform medical professionals regarding patient conditions and care. ; Confer with medical professionals regarding image-based diagnoses."
4.A.1.a.2.I05:4.A.1.a.2.I05.D03:17241,17241,4.A.1.a.2.I05.D03,4.A.1.a.2.I05,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor health conditions of humans or animals."", ""Monitor patients following surgeries or other treatments."", ""Recognize or treat complications during and after procedures, including blood pressure problems, pain, oversedation, or bleeding.""]","Monitoring Processes, Materials, or Surroundings ; Monitor health conditions of humans or animals. ; Monitor patients following surgeries or other treatments. ; Recognize or treat complications during and after procedures, including blood pressure problems, pain, oversedation, or bleeding."
4.A.2.b.2.I05:4.A.2.b.2.I05.D01:17249,17249,4.A.2.b.2.I05.D01,4.A.2.b.2.I05,4,"[""Thinking Creatively"", ""Develop safety standards, policies, or procedures."", ""Develop healthcare quality and safety procedures."", ""Develop or monitor procedures to ensure adequate quality control of images.""]","Thinking Creatively ; Develop safety standards, policies, or procedures. ; Develop healthcare quality and safety procedures. ; Develop or monitor procedures to ensure adequate quality control of images."
4.A.4.a.1.I05:4.A.4.a.1.I05.D05:17251,17251,4.A.4.a.1.I05.D05,4.A.4.a.1.I05,4,"[""Interpreting the Meaning of Information for Others"", ""Explain medical information to patients or family members."", ""Explain medical procedures or test results to patients or family members."", ""Provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments.""]","Interpreting the Meaning of Information for Others ; Explain medical information to patients or family members. ; Explain medical procedures or test results to patients or family members. ; Provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments."
4.A.1.a.2.I11:4.A.1.a.2.I11.D05:17236,17236,4.A.1.a.2.I11.D05,4.A.1.a.2.I11,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure compliance with regulations or standards."", ""Verify that medical activities or operations meet standards."", ""Establish or enforce standards for protection of patients or personnel.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure compliance with regulations or standards. ; Verify that medical activities or operations meet standards. ; Establish or enforce standards for protection of patients or personnel."
4.A.2.b.1.I04:4.A.2.b.1.I04.D11:17236,17236,4.A.2.b.1.I04.D11,4.A.2.b.1.I04,4,"[""Making Decisions and Solving Problems"", ""Determine operational methods or procedures."", ""Determine protocols for medical procedures."", ""Establish or enforce standards for protection of patients or personnel.""]",Making Decisions and Solving Problems ; Determine operational methods or procedures. ; Determine protocols for medical procedures. ; Establish or enforce standards for protection of patients or personnel.
4.A.4.a.2.I05:4.A.4.a.2.I05.D05:17250,17250,4.A.4.a.2.I05.D05,4.A.4.a.2.I05,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Confer with healthcare or other professionals about patient care."", ""Collaborate with healthcare professionals to plan or provide treatment."", ""Coordinate radiological services with other medical activities.""]","Communicating with Supervisors, Peers, or Subordinates ; Confer with healthcare or other professionals about patient care. ; Collaborate with healthcare professionals to plan or provide treatment. ; Coordinate radiological services with other medical activities."
4.A.4.b.3.I06:4.A.4.b.3.I06.D08:17246,17246,4.A.4.b.3.I06.D08,4.A.4.b.3.I06,4,"[""Training and Teaching Others"", ""Train others on health or medical topics."", ""Train medical providers."", ""Instruct radiologic staff in desired techniques, positions, or projections.""]","Training and Teaching Others ; Train others on health or medical topics. ; Train medical providers. ; Instruct radiologic staff in desired techniques, positions, or projections."
4.A.2.b.3.I01:4.A.2.b.3.I01.D12:17234,17234,4.A.2.b.3.I01.D12,4.A.2.b.3.I01,4,"[""Updating and Using Relevant Knowledge"", ""Maintain current knowledge in area of expertise."", ""Maintain medical or professional knowledge."", ""Participate in continuing education activities to maintain and develop expertise.""]",Updating and Using Relevant Knowledge ; Maintain current knowledge in area of expertise. ; Maintain medical or professional knowledge. ; Participate in continuing education activities to maintain and develop expertise.
4.A.2.b.2.I05:4.A.2.b.2.I05.D01:17231,17231,4.A.2.b.2.I05.D01,4.A.2.b.2.I05,4,"[""Thinking Creatively"", ""Develop safety standards, policies, or procedures."", ""Develop healthcare quality and safety procedures."", ""Participate in quality improvement activities including discussions of areas where risk of error is high.""]","Thinking Creatively ; Develop safety standards, policies, or procedures. ; Develop healthcare quality and safety procedures. ; Participate in quality improvement activities including discussions of areas where risk of error is high."
4.A.4.a.5.I12:4.A.4.a.5.I12.D03:17253,17253,4.A.4.a.5.I12.D03,4.A.4.a.5.I12,4,"[""Assisting and Caring for Others"", ""Treat injuries, illnesses, or diseases."", ""Operate on patients to treat conditions."", ""Perform interventional procedures such as image-guided biopsy, percutaneous transluminal angioplasty, transhepatic biliary drainage, or nephrostomy catheter placement.""]","Assisting and Caring for Others ; Treat injuries, illnesses, or diseases. ; Operate on patients to treat conditions. ; Perform interventional procedures such as image-guided biopsy, percutaneous transluminal angioplasty, transhepatic biliary drainage, or nephrostomy catheter placement."
4.A.2.b.2.I01:4.A.2.b.2.I01.D02:17235,17235,4.A.2.b.2.I01.D02,4.A.2.b.2.I01,4,"[""Thinking Creatively"", ""Develop patient or client care or treatment plans."", ""Develop medical treatment plans."", ""Develop treatment plans for radiology patients.""]",Thinking Creatively ; Develop patient or client care or treatment plans. ; Develop medical treatment plans. ; Develop treatment plans for radiology patients.
4.A.4.a.5.I03:4.A.4.a.5.I03.D10:22732,22732,4.A.4.a.5.I03.D10,4.A.4.a.5.I03,4,"[""Assisting and Caring for Others"", ""Administer basic health care or medical treatments."", ""Administer medical substances for imaging or other procedures."", ""Administer radioisotopes to clinical patients or research subjects.""]",Assisting and Caring for Others ; Administer basic health care or medical treatments. ; Administer medical substances for imaging or other procedures. ; Administer radioisotopes to clinical patients or research subjects.
4.A.4.b.6.I06:4.A.4.b.6.I06.D01:22733,22733,4.A.4.b.6.I06.D01,4.A.4.b.6.I06,4,"[""Providing Consultation and Advice to Others"", ""Advise others on healthcare or wellness issues."", ""Advise medical personnel regarding healthcare issues."", ""Advise other physicians of the clinical indications, limitations, assessments, or risks of diagnostic and therapeutic applications of radioactive materials.""]","Providing Consultation and Advice to Others ; Advise others on healthcare or wellness issues. ; Advise medical personnel regarding healthcare issues. ; Advise other physicians of the clinical indications, limitations, assessments, or risks of diagnostic and therapeutic applications of radioactive materials."
